Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
1,0.0,0.0,218.0,1.0,218.0,218.0,0.0,130.50901328895552,130.50901328895552,0.0,0.0,,,,,,,,,,,,,,,,42.43185851189729,40.12470168837934,121.38024838174364,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,0.0,446.0,2.0,228.0,446.0,0.0,74.45883880820348,74.45883880820348,0.0,15.775855779647827,,,,,,,,,,,,,,,,22.011788402545243,16.91764786628403,69.50966071313617,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,0.0,598.0,3.0,152.0,598.0,0.0,45.82842806889479,45.82842806889479,0.0,26.34988784790039,,,,,,,,,,,,,,,,16.292313288501838,10.067330461542342,43.395391840883455,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,0.0,715.0,4.0,117.0,715.0,0.0,66.684365692915,66.684365692915,0.0,34.66398882865906,,,,,,,,,,,,,,,,24.154832844906604,20.353500546044398,63.9221724224834,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,0.0,769.0,5.0,54.0,769.0,0.0,14.495570831444361,14.495570831444361,0.0,38.72631072998047,,,,,,,,,,,,,,,,2.817180891441834,4.107416375582624,14.357800864170672,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0,0.0,820.0,6.0,51.0,820.0,0.0,15.399789794120679,15.399789794120679,0.0,42.60311841964722,,,,,,,,,,,,,,,,3.3671778645641974,4.492160640307696,15.243307030057968,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0,0.0,870.0,7.0,50.0,870.0,0.0,18.809399977656927,18.809399977656927,0.0,46.4195556640625,,,,,,,,,,,,,,,,4.403825654365423,5.87415202494675,18.607816511450114,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,0.0,942.0,8.0,72.0,942.0,0.0,19.51821058244135,19.51821058244135,0.0,51.67906832695007,,,,,,,,,,,,,,,,3.845038793771188,5.55884377703514,19.260628417707515,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,0.0,1033.0,9.0,91.0,1033.0,0.0,46.53322786033039,46.53322786033039,0.0,58.20944309234619,,,,,,,,,,,,,,,,13.898587077723382,14.959559747626841,45.313770206464014,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,0.0,1091.0,10.0,58.0,1091.0,0.0,21.802295452495954,21.802295452495954,0.0,62.76940727233887,,,,,,,,,,,,,,,,5.120327481455654,6.788353903169523,21.526843301873395,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,0.0,1264.0,11.0,173.0,1264.0,0.0,47.167459628001104,47.167459628001104,0.0,74.79092168807983,,,,,,,,,,,,,,,,15.096905091787,10.861174020922093,44.60029534246447,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,0.0,1338.0,12.0,74.0,1338.0,0.0,35.055524646072264,35.055524646072264,0.0,80.15242528915405,,,,,,,,,,,,,,,,9.658240242225322,11.14963825075208,34.37519005820581,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0,0.0,1463.0,13.0,125.0,1463.0,0.0,72.59390472136084,72.59390472136084,0.0,88.9269392490387,,,,,,,,,,,,,,,,24.483178736572924,22.606881833825035,69.60311048977893,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,0.0,1546.0,14.0,83.0,1546.0,0.0,34.79305865327763,34.79305865327763,0.0,94.93483829498291,,,,,,,,,,,,,,,,9.360956246717281,10.72324018135129,34.05014943423437,-0.00012652499154629416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,0.0,1600.0,15.0,54.0,1600.0,0.0,12.108815308923694,12.108815308923694,0.0,98.97330617904663,,,,,,,,,,,,,,,,2.076792390414851,3.2482668096599134,12.00867719703834,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,0.0,1673.0,16.0,73.0,1673.0,0.0,11.944014482423208,11.944014482423208,0.0,104.28064894676208,,,,,,,,,,,,,,,,1.4101757130595718,2.9070197199470202,11.852924579949804,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,0.0,1817.0,17.0,144.0,1817.0,0.0,111.92445168751681,111.92445168751681,0.0,114.38532018661499,,,,,,,,,,,,,,,,46.39713476216476,34.219816140728355,105.34861289465972,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,0.0,1894.0,18.0,77.0,1894.0,0.0,33.50326990759807,33.50326990759807,0.0,119.95594382286072,,,,,,,,,,,,,,,,8.971512465895671,10.382038899704817,32.84530875648059,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,0.0,1939.0,19.0,45.0,1939.0,0.0,11.403805271115319,11.403805271115319,0.0,123.40739607810974,,,,,,,,,,,,,,,,2.10821665227606,3.2822180594828385,11.320255777540435,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,0.0,2014.0,20.0,75.0,2014.0,0.0,16.637219896868594,16.637219896868594,0.0,128.85529971122742,,,,,,,,,,,,,,,,3.08348522190317,4.58523578238723,16.422380886111956,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
