Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
91,4.0,0.0,1408.0,11.0,91.0,11025.0,0.0,34.585104629257096,34.585104629257096,0.0,1317.1506943702698,,,,,,,,,,,,,,,,8.065951759856558,10.561281483453177,33.88498800711726,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,1592.0,12.0,184.0,11209.0,0.0,128.64946681531572,128.64946681531572,0.0,1330.010903596878,,,,,,,,,,,,,,,,53.68158329753836,36.06351471852989,118.89094643500371,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,1753.0,13.0,161.0,11370.0,0.0,105.95067254664443,105.95067254664443,0.0,1341.2437121868134,,,,,,,,,,,,,,,,39.221468516423705,32.535207116537535,99.73575186736758,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,1835.0,14.0,82.0,11452.0,0.0,44.58897864696539,44.58897864696539,0.0,1347.1333117485046,,,,,,,,,,,,,,,,13.808084007494436,14.621823434308554,43.50021597432519,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,1890.0,15.0,55.0,11507.0,0.0,11.366749354036953,11.366749354036953,0.0,1351.319257736206,,,,,,,,,,,,,,,,1.7678712093004336,3.014216587942924,11.280797234760191,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,2092.0,16.0,202.0,11709.0,0.0,130.74098281550744,130.74098281550744,0.0,1365.3398640155792,,,,,,,,,,,,,,,,62.084268304066754,40.1511202317515,118.31827889698299,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,2277.0,17.0,185.0,11894.0,0.0,86.51375736257164,86.51375736257164,0.0,1378.1695792675018,,,,,,,,,,,,,,,,28.487486416110645,23.861414053217647,81.32489727286404,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,2722.0,18.0,445.0,12339.0,0.0,365.9072658463192,365.9072658463192,0.0,1408.466998577118,,,,,,,,,,,,,,,,160.48268286985933,93.3410615119077,294.7872592284604,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,2790.0,19.0,68.0,12407.0,0.0,15.916489722139234,15.916489722139234,0.0,1413.5096535682678,,,,,,,,,,,,,,,,2.461597187871399,4.2544831718317155,15.764865979343321,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,3157.0,20.0,367.0,12774.0,0.0,268.381535228013,268.381535228013,0.0,1438.8821794986725,,,,,,,,,,,,,,,,112.28731809030765,77.16314136286488,227.39948897784825,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,318.0,1.0,318.0,13092.0,0.0,256.94588004863476,256.94588004863476,0.0,1631.8978207111359,,,,,,,,,,,,,,,,106.79575315324271,70.21588827858169,223.20803858448798,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,530.0,2.0,212.0,13304.0,0.0,161.22968327515272,161.22968327515272,0.0,1646.5995299816132,,,,,,,,,,,,,,,,64.65084456230119,48.976810256818744,147.6713756035484,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,683.0,3.0,153.0,13457.0,0.0,69.9134714100065,69.9134714100065,0.0,1657.6480159759521,,,,,,,,,,,,,,,,27.587931612034737,19.523399203858013,65.75827614951466,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,810.0,4.0,127.0,13584.0,0.0,66.14465607324586,66.14465607324586,0.0,1666.6029522418976,,,,,,,,,,,,,,,,25.020859463313027,19.464376232421696,63.03003695836346,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,881.0,5.0,71.0,13655.0,0.0,22.606891362481555,22.606891362481555,0.0,1671.836962223053,,,,,,,,,,,,,,,,4.9830997144742675,6.594584703581132,22.27536664940329,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,965.0,6.0,84.0,13739.0,0.0,38.68753721382017,38.68753721382017,0.0,1677.87428689003,,,,,,,,,,,,,,,,11.112811368127115,12.058124498716973,37.79185291180932,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,1177.0,7.0,212.0,13951.0,0.0,125.45286905726617,125.45286905726617,0.0,1692.5473504066467,,,,,,,,,,,,,,,,49.160769656884774,35.17073721239762,115.14593182182837,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,1306.0,8.0,129.0,14080.0,0.0,63.463523149386994,63.463523149386994,0.0,1701.5862939357758,,,,,,,,,,,,,,,,27.046446274316786,20.086965016887635,60.03456614614627,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,1410.0,9.0,104.0,14184.0,0.0,55.778284241695786,55.778284241695786,0.0,1709.0892639160156,,,,,,,,,,,,,,,,17.027119931735832,17.987693820217654,54.061525294089385,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,1592.0,10.0,182.0,14366.0,0.0,115.76498605251246,115.76498605251246,0.0,1721.6872687339783,,,,,,,,,,,,,,,,51.727046347163174,35.475052219101805,106.45712073806686,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,1717.0,11.0,125.0,14491.0,0.0,82.53837142827581,82.53837142827581,0.0,1730.4674491882324,,,,,,,,,,,,,,,,29.252045556410046,26.83602576657199,78.96082656028484,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,1832.0,12.0,115.0,14606.0,0.0,57.87953163011709,57.87953163011709,0.0,1738.6403839588165,,,,,,,,,,,,,,,,15.979808489494218,18.46839491405121,56.09795160543071,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,1957.0,13.0,125.0,14731.0,0.0,89.42980441365806,89.42980441365806,0.0,1747.4266872406006,,,,,,,,,,,,,,,,34.76618495874978,28.54928937708485,85.16920049430867,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,2038.0,14.0,81.0,14812.0,0.0,45.751237925041174,45.751237925041174,0.0,1753.2902963161469,,,,,,,,,,,,,,,,14.946511190581756,15.14194723808339,44.58515567427834,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,2092.0,15.0,54.0,14866.0,0.0,10.955573394946454,10.955573394946454,0.0,1757.3699231147766,,,,,,,,,,,,,,,,2.0086332983122928,3.0259758499089835,10.857965161999589,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,2199.0,16.0,107.0,14973.0,0.0,49.16110881845266,49.16110881845266,0.0,1765.0000965595245,,,,,,,,,,,,,,,,18.75738526640379,15.349891928852175,47.201269864812275,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,2350.0,17.0,151.0,15124.0,0.0,112.33015110188488,112.33015110188488,0.0,1775.8080959320068,,,,,,,,,,,,,,,,44.31698863290909,35.2910329673144,105.74402984816378,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,2479.0,18.0,129.0,15253.0,0.0,60.24240365608339,60.24240365608339,0.0,1784.9706921577454,,,,,,,,,,,,,,,,23.343991290190175,17.660327088807364,57.28831709674562,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,2530.0,19.0,51.0,15304.0,0.0,15.141258490709081,15.141258490709081,0.0,1788.883672952652,,,,,,,,,,,,,,,,3.029780214888951,4.453676657928743,15.001741441190937,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,2854.0,20.0,324.0,15628.0,0.0,241.38521567264215,241.38521567264215,0.0,1811.097601890564,,,,,,,,,,,,,,,,111.3095608331802,69.56324086108967,205.52644440709906,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,295.0,1.0,295.0,15923.0,0.0,219.0853090454271,219.0853090454271,0.0,1986.8414149284363,,,,,,,,,,,,,,,,87.70836322285132,59.46954080226356,193.40474664132753,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,556.0,2.0,261.0,16184.0,0.0,212.2277876020886,212.2277876020886,0.0,2004.7879583835602,,,,,,,,,,,,,,,,87.6133789741088,62.34651045568338,189.55024593578176,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,716.0,3.0,160.0,16344.0,0.0,94.84129298804724,94.84129298804724,0.0,2015.8836154937744,,,,,,,,,,,,,,,,39.95496713475198,30.07052136918052,88.53703528176864,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,1522.0,4.0,806.0,17150.0,0.0,479.27092056003954,479.27092056003954,0.0,2070.5353639125824,,,,,,,,,,,,,,,,162.6128935027132,100.5574720188363,348.5534818787316,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,1578.0,5.0,56.0,17206.0,0.0,15.175783754461047,15.175783754461047,0.0,2074.6318864822388,,,,,,,,,,,,,,,,2.9940113974374727,4.305797754278884,15.02314225846301,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,1789.0,6.0,211.0,17417.0,0.0,105.91135008156468,105.91135008156468,0.0,2089.199936389923,,,,,,,,,,,,,,,,35.50605789669525,32.37117617290568,98.51808995531727,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,2006.0,7.0,217.0,17634.0,0.0,122.79354559648044,122.79354559648044,0.0,2104.527630329132,,,,,,,,,,,,,,,,47.067237282257985,32.83651803298174,112.69264775398452,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,2184.0,8.0,178.0,17812.0,0.0,61.07504890296467,61.07504890296467,0.0,2116.8973445892334,,,,,,,,,,,,,,,,23.855129150005478,16.465987156655494,56.88572163589964,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,2273.0,9.0,89.0,17901.0,0.0,35.8725748355578,35.8725748355578,0.0,2123.2809484004974,,,,,,,,,,,,,,,,8.7656778777107,10.982675775340919,35.12755706150306,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,2336.0,10.0,63.0,17964.0,0.0,22.85759247211784,22.85759247211784,0.0,2127.9405715465546,,,,,,,,,,,,,,,,4.965837038569581,6.873108099643219,22.567312050738707,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,2615.0,11.0,279.0,18243.0,0.0,201.83672964575769,201.83672964575769,0.0,2147.0950062274933,,,,,,,,,,,,,,,,79.42256012728319,57.29766280072631,179.85769306330914,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,2841.0,12.0,226.0,18469.0,0.0,136.52025272186907,136.52025272186907,0.0,2162.633925676346,,,,,,,,,,,,,,,,51.98401822312205,38.886190247290685,124.8967613648084,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,3008.0,13.0,167.0,18636.0,0.0,112.22474863534177,112.22474863534177,0.0,2174.2724866867065,,,,,,,,,,,,,,,,40.69726738179662,35.648949032939335,105.53383882140308,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,3103.0,14.0,95.0,18731.0,0.0,51.10780094069957,51.10780094069957,0.0,2181.089788198471,,,,,,,,,,,,,,,,15.475582796985275,16.778628198178076,49.68730788286886,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,3169.0,15.0,66.0,18797.0,0.0,13.590099971527778,13.590099971527778,0.0,2185.9332690238953,,,,,,,,,,,,,,,,2.4430588974199647,3.5352821643332892,13.44230038468274,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,3397.0,16.0,228.0,19025.0,0.0,121.4341571620964,121.4341571620964,0.0,2201.673159122467,,,,,,,,,,,,,,,,56.19018113925643,36.71948553894706,108.73152738973567,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,3560.0,17.0,163.0,19188.0,0.0,116.7490259193751,116.7490259193751,0.0,2212.9832220077515,,,,,,,,,,,,,,,,45.22601310339371,36.8430063256732,109.48667245597787,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,3673.0,18.0,113.0,19301.0,0.0,62.78665895641373,62.78665895641373,0.0,2221.0075328350067,,,,,,,,,,,,,,,,19.65078822590676,20.010526425384608,60.62674663351975,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,3722.0,19.0,49.0,19350.0,0.0,12.567457933130065,12.567457933130065,0.0,2224.7235646247864,,,,,,,,,,,,,,,,2.3752358764446027,3.5341832618276894,12.46353491009437,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,4049.0,20.0,327.0,19677.0,0.0,248.3494023272904,248.3494023272904,0.0,2247.1266162395477,,,,,,,,,,,,,,,,111.26242563132715,70.18220946613891,212.17876791376014,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,327.0,1.0,327.0,20004.0,0.0,259.5502058369196,259.5502058369196,0.0,2492.5339798927307,,,,,,,,,,,,,,,,103.60362990033758,72.17318520863172,225.89771657608526,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,542.0,2.0,215.0,20219.0,0.0,161.9440859391466,161.9440859391466,0.0,2507.468129634857,,,,,,,,,,,,,,,,63.72262679999774,49.11548645010514,148.3921132904375,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,1224.0,3.0,682.0,20901.0,0.0,646.7107185798731,646.7107185798731,0.0,2553.8884484767914,,,,,,,,,,,,,,,,265.8959497772945,140.1025674328614,465.835516348106,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,1323.0,4.0,99.0,21000.0,0.0,52.66935568158143,52.66935568158143,0.0,2560.74684214592,,,,,,,,,,,,,,,,15.730653446259266,17.23153314489151,51.163184174576344,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,1383.0,5.0,60.0,21060.0,0.0,18.04695778538133,18.04695778538133,0.0,2565.2183043956757,,,,,,,,,,,,,,,,3.7734982524374,5.121489160823982,17.83838627651161,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,1666.0,6.0,283.0,21343.0,0.0,175.87226681476525,175.87226681476525,0.0,2584.62375330925,,,,,,,,,,,,,,,,66.97793236767592,47.5375651588935,157.07458654125432,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,1880.0,7.0,214.0,21557.0,0.0,116.58218592501572,116.58218592501572,0.0,2599.418068885803,,,,,,,,,,,,,,,,44.46289589808857,32.04164868354397,107.17430050332817,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,1945.0,8.0,65.0,21622.0,0.0,17.930526018589482,17.930526018589482,0.0,2604.262222290039,,,,,,,,,,,,,,,,3.5149090926854787,5.165633825730756,17.71977670426919,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,2020.0,9.0,75.0,21697.0,0.0,38.28521213031739,38.28521213031739,0.0,2609.769667863846,,,,,,,,,,,,,,,,11.542350088824053,12.370493769055374,37.45699286652211,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,2096.0,10.0,76.0,21773.0,0.0,29.958489751107987,29.958489751107987,0.0,2615.324558734894,,,,,,,,,,,,,,,,7.017817254391093,9.150476573207404,29.45459023000429,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,2225.0,11.0,129.0,21902.0,0.0,88.32188705978501,88.32188705978501,0.0,2624.764946460724,,,,,,,,,,,,,,,,32.67714348464828,28.546855331673527,84.19072627654197,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,2430.0,12.0,205.0,22107.0,0.0,149.57158112109602,149.57158112109602,0.0,2638.9859454631805,,,,,,,,,,,,,,,,58.763820585528755,44.56485841762637,137.66266056162436,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,2582.0,13.0,152.0,22259.0,0.0,111.19435322411131,111.19435322411131,0.0,2649.5849645137787,,,,,,,,,,,,,,,,43.86959218789266,34.940927212774234,104.63080601756923,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,2684.0,14.0,102.0,22361.0,0.0,58.91947883354908,58.91947883354908,0.0,2656.8450725078583,,,,,,,,,,,,,,,,19.2596495527617,19.25458306628013,57.01200658575315,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,2947.0,15.0,263.0,22624.0,0.0,144.12184989160104,144.12184989160104,0.0,2675.0597920417786,,,,,,,,,,,,,,,,62.168418311004395,40.51426977046236,127.89945533113823,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,3174.0,16.0,227.0,22851.0,0.0,104.45269695102009,104.45269695102009,0.0,2690.6147985458374,,,,,,,,,,,,,,,,42.46295843198704,29.30510180240935,94.90851390085989,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,3338.0,17.0,164.0,23015.0,0.0,119.46317137653101,119.46317137653101,0.0,2701.9750933647156,,,,,,,,,,,,,,,,47.05853920503775,37.37624069329828,111.85742837528014,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,3430.0,18.0,92.0,23107.0,0.0,55.842948131901345,55.842948131901345,0.0,2708.5575942993164,,,,,,,,,,,,,,,,18.895572426239177,18.277915406977232,54.15871418287021,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,3471.0,19.0,41.0,23148.0,0.0,12.668996444028688,12.668996444028688,0.0,2711.7355716228485,,,,,,,,,,,,,,,,2.6013043262888993,3.700672223828471,12.574917884535383,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,4143.0,20.0,672.0,23820.0,0.0,492.43453487966167,492.43453487966167,0.0,2757.3249809741974,,,,,,,,,,,,,,,,195.25834967315,114.93794553033355,361.5825064057104,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,544.0,1.0,544.0,24364.0,0.0,455.02115932466813,455.02115932466813,0.0,3020.347153902054,,,,,,,,,,,,,,,,172.45031845765595,117.07454521650135,361.5697558395429,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,770.0,2.0,226.0,24590.0,0.0,160.953812271433,160.953812271433,0.0,3035.844087123871,,,,,,,,,,,,,,,,62.961174376581944,46.752992673117355,146.87145832064624,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,1196.0,3.0,426.0,25016.0,0.0,398.0804455883499,398.0804455883499,0.0,3064.8669316768646,,,,,,,,,,,,,,,,170.6463870812328,103.05271867407224,325.71079548723156,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,1552.0,4.0,356.0,25372.0,0.0,239.4266741965879,239.4266741965879,0.0,3089.171478033066,,,,,,,,,,,,,,,,99.48821438737399,63.302883141091485,204.2130829576405,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,1867.0,5.0,315.0,25687.0,0.0,225.03573373603513,225.03573373603513,0.0,3110.716839313507,,,,,,,,,,,,,,,,87.36897888154968,60.8279020527925,197.7122176059532,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,2284.0,6.0,417.0,26104.0,0.0,279.26553405354133,279.26553405354133,0.0,3139.562524795532,,,,,,,,,,,,,,,,111.12730430300076,68.09513348103948,233.15860676595582,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,2614.0,7.0,330.0,26434.0,0.0,166.76593161866356,166.76593161866356,0.0,3162.153582572937,,,,,,,,,,,,,,,,63.86856796408756,40.21111957221354,145.83513932984442,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,3068.0,8.0,454.0,26888.0,0.0,296.9299217551821,296.9299217551821,0.0,3193.0702936649323,,,,,,,,,,,,,,,,136.81081052299106,76.16293628084392,235.05286664438864,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,3188.0,9.0,120.0,27008.0,0.0,63.193883641310784,63.193883641310784,0.0,3201.492791414261,,,,,,,,,,,,,,,,23.272177372683185,18.357733822487305,60.46168404062942,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,3327.0,10.0,139.0,27147.0,0.0,37.65189745244615,37.65189745244615,0.0,3211.273611307144,,,,,,,,,,,,,,,,7.116413632127125,10.305065499847354,36.699415372953396,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,3499.0,11.0,172.0,27319.0,0.0,75.34723494557986,75.34723494557986,0.0,3223.216905117035,,,,,,,,,,,,,,,,24.307641375008867,21.134687790758026,71.23755818726563,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,3648.0,12.0,149.0,27468.0,0.0,64.116154311981,64.116154311981,0.0,3233.7127017974854,,,,,,,,,,,,,,,,15.541463345051962,19.655212876637815,61.86233861218044,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,3800.0,13.0,152.0,27620.0,0.0,99.1186941934995,99.1186941934995,0.0,3244.34609913826,,,,,,,,,,,,,,,,34.99076111727139,31.805804777757043,93.89399249617044,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,3898.0,14.0,98.0,27718.0,0.0,60.137183991329174,60.137183991329174,0.0,3251.3231823444366,,,,,,,,,,,,,,,,20.422895685800484,19.642572280876177,58.193934148269,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,4164.0,15.0,266.0,27984.0,0.0,177.5213727235638,177.5213727235638,0.0,3269.6272773742676,,,,,,,,,,,,,,,,76.09703655600272,51.392297190680154,157.43699799766472,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,4306.0,16.0,142.0,28126.0,0.0,66.54157234644016,66.54157234644016,0.0,3279.5932948589325,,,,,,,,,,,,,,,,23.819160786525718,21.9087137762319,63.22247398874226,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,4485.0,17.0,179.0,28305.0,0.0,89.2405810335561,89.2405810335561,0.0,3292.018529176712,,,,,,,,,,,,,,,,32.332321471719716,24.427913614306867,83.53663212224053,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,4577.0,18.0,92.0,28397.0,0.0,53.34409550186962,53.34409550186962,0.0,3298.6112372875214,,,,,,,,,,,,,,,,17.42557475244008,17.53560048820965,51.792735360005125,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,4620.0,19.0,43.0,28440.0,0.0,11.231953065026842,11.231953065026842,0.0,3302.4002776145935,,,,,,,,,,,,,,,,2.1815870014492305,3.2829245862820016,11.14929411808261,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,4956.0,20.0,336.0,28776.0,0.0,281.8327391002247,281.8327391002247,0.0,3325.391639471054,,,,,,,,,,,,,,,,122.84004389609007,79.28891167496873,240.79928363477308,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
